Site ID,Facility Type,Facility Subtype,Facility ID,Oval Track Lanes,Oval Track Length,Sprint Straight Length,Straight Track Lanes,Track Lanes,Track Length,Artificial Sports Lighting,Discuss Throw Facility,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Pole Vault Facility,Shot Put Facility,Steeplechase Water Jump,Track Surface Type,Triple Jump Facility,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Shared Flag,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
1013980,Athletics,Standard Oval Outdoor,2026443,6,400,100,6,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,,1964,No,Yes,1990,Yes,Yes,2005,Detailed Timings,All Year,,,,,10/8/2024 8:47:14 AM,Yes,440196,403310,53.52495,-1.395138,253,,440196,403310
1006756,Athletics,Standard Oval Outdoor,2026564,6,400,100,6,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2000,Yes,No,,Yes,Yes,2003,Detailed Timings,All Year,,,,,11/6/2024 6:46:37 PM,Yes,515767,172108,51.43615,-0.3358851,254,,515767,172108
1005006,Athletics,Compact Outdoor,2026791,,,,,4,125,No,No,No,No,,,,No,Yes,No,No,,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2016,No,No,,Yes,No,,Detailed Timings,All Year,,,,,4/25/2024 10:08:15 AM,Yes,411053,551474,54.85795,-1.829356,255,,411053,551474
6000985,Athletics,Standard Oval Outdoor,2026808,6,400,110,6,,,No,Yes,No,Yes,,,Grass,Yes,Yes,No,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1998,No,Not Known,,Yes,Yes,2015,Detailed Timings,All Year,,,,,12/17/2024 4:05:31 PM,Yes,496427,145081,51.19682,-0.6213272,256,,496427,145081
1003168,Athletics,Standard Oval Outdoor,2027049,6,400,110,6,,,Yes,No,No,Yes,,,Synthetic,No,Yes,No,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,Infield = AGP,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1990,No,Yes,2010,Yes,Yes,2015,Detailed Timings,All Year,,,,,4/24/2024 11:22:19 AM,Yes,511396,162277,51.34866,-0.4018229,257,,511396,162277
1011671,Athletics,Standard Oval Outdoor,2027215,6,400,110,8,,,No,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1988,No,Yes,2000,Yes,No,,Detailed Timings,All Year,,,,,6/3/2024 9:11:44 AM,Yes,505959,165384,51.37763,-0.4789391,258,,505959,165384
1005049,Athletics,Standard Oval Outdoor,2027479,8,400,100,6,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1970,No,No,,Yes,Yes,2024,Detailed Timings,All Year,,,,,9/6/2024 2:50:44 PM,Yes,428323,525809,54.62664,-1.562838,259,,428323,525809
1008789,Athletics,Standard Oval Outdoor,2027658,6,400,110,6,,,No,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1984,No,Yes,2005,Yes,No,,Detailed Timings,All Year,,,,,5/30/2024 12:51:49 PM,Yes,553207,154098,51.26545,0.1946304,260,,553207,154098
1101151,Athletics,Standard Oval Outdoor,2028035,6,400,110,6,,,Yes,No,No,No,,,Synthetic,No,Yes,No,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,PARKWOOD LEISURE,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,12/13/2024 3:20:20 PM,Yes,446084,341634,52.97011,-1.315244,261,,446084,341634
1005804,Athletics,Standard Oval Outdoor,2028197,6,400,100,8,,,No,No,No,Yes,,,Grass,Yes,Yes,No,No,No,Cinder,No,No,Yes,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,1985,No,No,,Yes,Yes,2007,Detailed Timings,All Year,,,,,1/17/2024 10:29:30 AM,Yes,425809,603644,55.32619,-1.594803,262,,425809,603644
1009433,Athletics,Standard Oval Outdoor,2028217,4,400,100,4,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1952,No,Yes,2012,Yes,Yes,2012,Detailed Timings,All Year,,,,,6/28/2024 8:31:35 AM,Yes,387653,300067,52.59827,-2.183705,263,,387653,300067
1005670,Athletics,Standard Oval Outdoor,2028236,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2004,No,No,,Yes,No,,Detailed Timings,All Year,,,,,2/15/2024 8:44:05 AM,Yes,419120,255036,52.19325,-1.721699,264,,419120,255036
1101057,Athletics,Standard Oval Outdoor,2028279,6,400,100,4,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,Home of Vale Royal Athletic Club.,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1983,No,Yes,2003,Yes,No,,Detailed Timings,All Year,,,,,1/29/2024 1:16:10 PM,Yes,364039,367069,53.19949,-2.539775,265,,364039,367069
1004349,Athletics,Compact Outdoor,2028502,,,,,6,200,Yes,No,No,No,,,,No,Yes,Yes,No,,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2004,No,No,,Yes,No,,Detailed Timings,All Year,,,,,10/31/2024 6:42:51 PM,Yes,402101,297128,52.57199,-1.970422,266,,402101,297128
1204192,Athletics,Standard Oval Outdoor,2028712,6,400,100,6,,,Yes,Yes,Yes,Yes,,,Synthetic,No,No,Yes,No,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,Infield = AGP. Throwing cage faces playing field.,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2005,No,No,,Yes,No,,Detailed Timings,All Year,,,,,12/13/2023 8:31:01 AM,Yes,321677,124771,51.01696,-3.117969,267,,321677,124771
1204109,Athletics,Standard Oval Outdoor,2028758,6,400,100,6,,,No,No,No,No,,,Grass,No,No,No,No,No,Grass,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,,1970,No,No,,Yes,No,,Detailed Timings,All Year,,,,,1/23/2024 12:13:22 PM,Yes,441442,514467,54.52382,-1.361246,268,,441442,514467
1009526,Athletics,Standard Oval Outdoor,2028842,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2005,No,Yes,2011,Yes,Yes,2014,Detailed Timings,All Year,,,,,6/5/2024 11:54:09 AM,Yes,361551,179449,51.51266,-2.555438,269,,361551,179449
1008942,Athletics,Standard Oval Outdoor,2029029,6,400,110,6,,,No,No,No,Yes,,,Grass,Yes,Yes,No,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2010,No,Yes,2011,Yes,No,,Detailed Timings,All Year,,,,,10/23/2023 11:23:55 AM,Yes,509134,194096,51.6351,-0.4244621,270,,509134,194096
1011577,Athletics,Standard Oval Outdoor,2029332,6,0,0,0,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,No,No,No,No,No,No,No,No,No,No,Not Known,,1998,No,No,,Yes,Yes,2003,Not Known,All Year,,,4/1/2009 12:00:00 AM,Unclassified,1/29/2024 8:31:02 AM,No,486935,152495,51.26499,-0.7553425,271,,486935,152495
1018614,Athletics,Standard Oval Outdoor,2037999,7,400,110,7,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,1,0,,432,0,,0,0,433,Operational,,,,,Registered Membership use,Public Access,MOD,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1993,No,No,,Yes,Yes,2013,Detailed Timings,All Year,,,,,5/1/2024 1:39:01 PM,Yes,463450,99870,50.79492,-1.101098,272,,463450,99870
1005730,Athletics,Standard Oval Outdoor,2038171,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,Biggleswade Athletics Club,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Lift.,2005,No,Yes,2017,Yes,No,,Detailed Timings,All Year,,,,,12/11/2024 11:55:04 AM,Yes,517109,250216,52.13785,-0.2902477,273,,517109,250216
1004283,Athletics,Standard Oval Outdoor,2038176,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Parking: 3 disabled bays,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,10/3/2023 11:44:08 AM,Yes,436159,280776,52.4238,-1.469685,274,,436159,280776
1005835,Athletics,Standard Oval Outdoor,2038220,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,1/7/2025 3:03:01 PM,Yes,351208,311370,52.69781,-2.723428,275,,351208,311370
1018720,Athletics,Standard Oval Outdoor,2038406,6,400,110,6,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,2007,No,No,,Yes,No,,Detailed Timings,All Year,,,,,11/16/2023 10:47:23 AM,Yes,409456,423882,53.71129,-1.858202,276,,409456,423882
1018861,Athletics,Standard Oval Outdoor,2038689,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,1,0,,500,0,,0,0,501,Operational,,,,,Sports Club / Community Association,Public Access,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,ramps everywhere. ,2007,No,Yes,2011,Yes,No,,Detailed Timings,All Year,,,,,12/11/2023 7:06:26 AM,Yes,535932,194328,51.63135,-0.03737099,277,,535932,194328
1018624,Athletics,Standard Oval Outdoor,2038721,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,No,Synthetic,Yes,Yes,Yes,No,,1,0,,500,0,,0,0,501,Operational,"No longer belongs to the stadium, belongs to the council",,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,2/21/2024 2:37:23 PM,Yes,458852,401993,53.51136,-1.114022,278,,458852,401993
1005171,Athletics,Standard Oval Outdoor,2039468,4,400,130,6,,,Yes,Yes,Yes,No,,,Grass,Yes,Yes,Yes,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"6 disabled parking bays available, Lift.",2005,No,No,,Yes,Yes,2006,Detailed Timings,All Year,,,,,5/30/2024 3:09:53 PM,Yes,461903,516644,54.5413,-1.044714,279,,461903,516644
1002422,Athletics,Standard Oval Outdoor,2039685,8,400,110,10,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,1,0,,200,0,,0,0,201,Operational,,,,,Registered Membership use,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,11/3/2023 11:39:40 AM,Yes,506359,184912,51.55308,-0.467325,280,,506359,184912
1203807,Athletics,Standard Oval Outdoor,2039698,8,400,100,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2007,No,No,,Yes,No,,Detailed Timings,All Year,,,,,12/15/2023 11:13:38 AM,Yes,547142,210941,51.77781,0.1314813,281,,547142,210941
1200837,Athletics,Standard Oval Outdoor,2039957,6,0,0,0,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,No,No,No,No,No,No,No,No,No,No,Not Known,,1930,No,No,,Yes,No,,Not Known,All Year,,,4/1/2013 12:00:00 AM,Unclassified,3/20/2014 12:00:00 AM,No,351194,386732,53.3752,-2.735066,282,,351194,386732
1035968,Athletics,Standard Oval Outdoor,2071487,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,10,0,,490,0,,0,0,500,Operational,,,10/1/2012 12:00:00 AM,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1979,No,Yes,2012,Yes,Yes,2007,Detailed Timings,All Year,,,,,10/7/2024 9:50:27 AM,Yes,394607,223607,51.91098,-2.079796,283,,394607,223607
1002588,Athletics,Standard Oval Outdoor,2071909,6,400,100,6,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2005,No,No,,Yes,Yes,2013,Detailed Timings,All Year,,,,,12/5/2023 5:17:58 PM,Yes,390999,412079,53.60521,-2.137491,284,,390999,412079
1004492,Athletics,Standard Oval Outdoor,2073805,6,400,110,9,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2009,No,No,,Yes,No,,Detailed Timings,All Year,,,,,5/17/2024 12:00:53 PM,Yes,247444,73539,50.54166,-4.154383,285,,247444,73539
1005508,Athletics,Standard Oval Outdoor,2074140,8,0,0,0,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Pay and Play,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Known,,1976,No,Yes,2005,Yes,Yes,2005,Detailed Timings,All Year,,,11/30/2015 12:00:00 AM,Strategic Review - facility/site not being replaced,6/7/2023 10:56:44 AM,No,406876,100653,50.80539,-1.903779,286,,406876,100653
1004516,Athletics,Standard Oval Outdoor,2074521,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2008,No,No,,Yes,No,,Detailed Timings,All Year,,,,,12/30/2024 3:49:37 PM,Yes,636329,166712,51.35033,1.392563,287,,636329,166712
1010754,Athletics,Standard Oval Outdoor,2078010,6,400,110,6,,,Yes,No,No,Yes,,,Grass,Yes,No,No,No,Yes,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,Infield = rugby pitch. Throwing/jump facilities in other field.,,,,Pay and Play,Public Access,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2007,No,Yes,2015,Yes,Yes,2015,Detailed Timings,All Year,,,,,10/22/2024 7:25:36 AM,Yes,445498,378754,53.30381,-1.318708,288,,445498,378754
1002287,Athletics,Standard Oval Outdoor,2078046,8,400,112,8,,,No,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,400m,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2007,No,No,,Yes,No,,Detailed Timings,All Year,,,,,7/11/2024 8:37:48 AM,Yes,515602,187340,51.57309,-0.333258,289,,515602,187340
1005779,Athletics,Standard Oval Outdoor,2078821,6,400,120,8,,,No,Yes,No,No,,,Grass,Yes,Yes,No,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2007,No,No,,Yes,No,,Detailed Timings,All Year,,,,,5/22/2024 9:26:09 AM,Yes,503716,288356,52.4833,-0.4741288,290,,503716,288356
1037960,Athletics,Standard Oval Outdoor,2080190,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,1,0,,150,0,,0,0,151,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2008,No,No,,Yes,No,,Detailed Timings,All Year,,,,,10/9/2023 10:48:04 AM,Yes,365066,399327,53.4895,-2.527973,291,,365066,399327
1037974,Athletics,Standard Oval Outdoor,2080242,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,8/1/2008 12:00:00 AM,,Pay and Play,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2008,No,No,,Yes,Yes,2010,Detailed Timings,All Year,,,,,12/17/2024 12:33:50 PM,Yes,449029,128594,51.0546,-1.301838,292,,449029,128594
1004508,Athletics,Standard Oval Outdoor,2081644,8,400,110,10,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,2010,No,No,,Yes,Yes,2010,Detailed Timings,All Year,,,,,9/5/2023 5:00:48 PM,Yes,576891,168805,51.39072,0.54108,293,,576891,168805
1009992,Athletics,Standard Oval Outdoor,2081646,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2009,No,No,,Yes,No,,Detailed Timings,All Year,,,,,12/8/2023 10:36:57 AM,Yes,581234,149347,51.21456,0.5935475,294,,581234,149347
6016276,Athletics,Standard Oval Outdoor,2089516,6,400,0,0,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,Chesterfield Borough Council,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,Not Known,,1987,No,No,,Yes,Yes,2005,Not Known,All Year,,,8/1/2008 12:00:00 AM,Unclassified,12/21/2023 11:17:22 AM,No,437849,370573,53.23088,-1.434447,295,,437849,370573
1004015,Athletics,Compact Outdoor,2090454,,,,,8,110,Yes,Yes,No,Yes,,,,Yes,Yes,No,No,,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,'J' shaped track ,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2011,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,,10/9/2024 9:42:38 AM,Yes,449398,118171,50.96085,-1.297981,296,,449398,118171
1003596,Athletics,Standard Oval Outdoor,2093349,8,400,100,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,No,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,Everyone Active,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2009,No,No,,Yes,Yes,2009,Detailed Timings,All Year,,,,,2/23/2024 10:08:10 AM,Yes,423299,323828,52.81152,-1.655764,297,,423299,323828
1200962,Athletics,Standard Oval Outdoor,2097649,6,400,110,6,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2009,No,No,,Yes,No,,Detailed Timings,All Year,,,,,6/3/2024 9:23:35 AM,Yes,341003,397746,53.47314,-2.890302,298,,341003,397746
1011514,Athletics,Standard Oval Outdoor,2098054,6,400,110,6,,,No,Yes,Yes,Yes,,,Grass,Yes,Yes,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2001,No,No,,Yes,No,,Detailed Timings,All Year,,,,,11/29/2023 12:08:06 PM,Yes,388572,263091,52.26588,-2.168861,299,,388572,263091
6001694,Athletics,Standard Oval Outdoor,2098527,4,400,100,4,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,No,No,No,Yes,No,No,No,Yes,No,No,,2000,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,3/31/2022 12:00:00 AM,Strategic Review - facility/site not being replaced,2/22/2023 12:17:57 PM,Yes,435284,400244,53.49774,-1.469585,300,,435284,400244
1200823,Athletics,Standard Oval Outdoor,2204295,7,400,128,8,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Private Use,Private,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1980,No,Yes,2016,Yes,No,,Detailed Timings,All Year,,,,,2/20/2024 6:27:26 PM,Yes,364804,372534,53.24867,-2.528914,301,,364804,372534
1018680,Athletics,Standard Oval Outdoor,2204716,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,0,0,,50,0,,0,0,50,Operational,,,,,Registered Membership use,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,8/14/2024 8:54:46 AM,Yes,334717,398422,53.47847,-2.985131,302,,334717,398422
